Ad;Ad2;ToplamSandik;ToplamSecmen;AcilanSandikSecmenSayisi;AcilanSandik;KullanilanOy;GecerliOy;Adi5;Oy
Antalya;GAZİPAŞA;137;38414;38414;137;35393;33689;CHP;18136
Antalya;GAZİPAŞA;137;38414;38414;137;35393;33689;AK Parti;14715
Antalya;GAZİPAŞA;137;38414;38414;137;35393;33689;DP;144
Antalya;GAZİPAŞA;137;38414;38414;137;35393;33689;DSP;24
Antalya;GÜNDOĞMUŞ;35;6985;6985;35;6487;5980;Saadet Partisi;84
Antalya;GÜNDOĞMUŞ;35;6985;6985;35;6487;5980;TKP;51
Antalya;GÜNDOĞMUŞ;35;6985;6985;35;6487;5980;AK Parti;3613
Antalya;GÜNDOĞMUŞ;35;6985;6985;35;6487;5980;DP;49
Antalya;GÜNDOĞMUŞ;35;6985;6985;35;6487;5980;İyi Parti;2166
Antalya;GÜNDOĞMUŞ;35;6985;6985;35;6487;5980;DSP;17
Antalya;KAŞ;161;44158;44158;161;40129;37793;Saadet Partisi;236
Antalya;KAŞ;161;44158;44158;161;40129;37793;TKP;246
Antalya;KAŞ;161;44158;44158;161;40129;37793;Vatan Partisi;119
Antalya;KAŞ;161;44158;44158;161;40129;37793;CHP;13898
Antalya;KAŞ;161;44158;44158;161;40129;37793;AK Parti;16077
Antalya;KAŞ;161;44158;44158;161;40129;37793;DP;7096
Antalya;KAŞ;161;44158;44158;161;40129;37793;DSP;121
Antalya;KORKUTELİ;156;43282;43282;156;39572;37183;Saadet Partisi;10353
Antalya;KORKUTELİ;156;43282;43282;156;39572;37183;TKP;86
Antalya;KORKUTELİ;156;43282;43282;156;39572;37183;Vatan Partisi;117
Antalya;KORKUTELİ;156;43282;43282;156;39572;37183;DP;234
Antalya;KORKUTELİ;156;43282;43282;156;39572;37183;MHP;14129
Antalya;KORKUTELİ;156;43282;43282;156;39572;37183;İyi Parti;12108
Antalya;KORKUTELİ;156;43282;43282;156;39572;37183;DSP;156
Antalya;KUMLUCA;165;50457;50457;165;45570;44025;Saadet Partisi;370
Antalya;KUMLUCA;165;50457;50457;165;45570;44025;TKP;44
Antalya;KUMLUCA;165;50457;50457;165;45570;44025;Vatan Partisi;51
Antalya;KUMLUCA;165;50457;50457;165;45570;44025;BBP;1234
Antalya;KUMLUCA;165;50457;50457;165;45570;44025;CHP;21959
Antalya;KUMLUCA;165;50457;50457;165;45570;44025;AK Parti;19991
Antalya;KUMLUCA;165;50457;50457;165;45570;44025;DP;126
Antalya;KUMLUCA;165;50457;50457;165;45570;44025;HDP;199
Antalya;KUMLUCA;165;50457;50457;165;45570;44025;DSP;51
Antalya;MANAVGAT;522;161447;161447;522;140336;135479;Saadet Partisi;1234
Antalya;MANAVGAT;522;161447;161447;522;140336;135479;BTP;315
Antalya;MANAVGAT;522;161447;161447;522;140336;135479;TKP;583
Antalya;MANAVGAT;522;161447;161447;522;140336;135479;Vatan Partisi;360
Antalya;MANAVGAT;522;161447;161447;522;140336;135479;CHP;67183
Antalya;MANAVGAT;522;161447;161447;522;140336;135479;AK Parti;63754
Antalya;MANAVGAT;522;161447;161447;522;140336;135479;DP;368
Antalya;MANAVGAT;522;161447;161447;522;140336;135479;HDP;844
Antalya;MANAVGAT;522;161447;161447;522;140336;135479;DSP;284
Antalya;MANAVGAT;522;161447;161447;522;140336;135479;GÜLSÜM NALAN AKPINAROĞLU;554
Antalya;SERİK;290;89526;89526;290;80014;76422;Saadet Partisi;836
Antalya;SERİK;290;89526;89526;290;80014;76422;TKP;114
Antalya;SERİK;290;89526;89526;290;80014;76422;Vatan Partisi;177
Antalya;SERİK;290;89526;89526;290;80014;76422;AK Parti;29574
Antalya;SERİK;290;89526;89526;290;80014;76422;DP;1049
Antalya;SERİK;290;89526;89526;290;80014;76422;İyi Parti;21960
Antalya;SERİK;290;89526;89526;290;80014;76422;HDP;602
Antalya;SERİK;290;89526;89526;290;80014;76422;DSP;22110
Antalya;DEMRE;62;19353;19353;62;18283;17504;Saadet Partisi;137
Antalya;DEMRE;62;19353;19353;62;18283;17504;TKP;35
Antalya;DEMRE;62;19353;19353;62;18283;17504;Vatan Partisi;47
Antalya;DEMRE;62;19353;19353;62;18283;17504;AK Parti;7898
Antalya;DEMRE;62;19353;19353;62;18283;17504;DP;89
Antalya;DEMRE;62;19353;19353;62;18283;17504;İyi Parti;9277
Antalya;DEMRE;62;19353;19353;62;18283;17504;DSP;21
Antalya;İBRADI;13;3009;3009;13;2712;2577;Saadet Partisi;20
Antalya;İBRADI;13;3009;3009;13;2712;2577;TKP;3
Antalya;İBRADI;13;3009;3009;13;2712;2577;Vatan Partisi;8
Antalya;İBRADI;13;3009;3009;13;2712;2577;CHP;1292
Antalya;İBRADI;13;3009;3009;13;2712;2577;AK Parti;1096
Antalya;İBRADI;13;3009;3009;13;2712;2577;DP;100
Antalya;İBRADI;13;3009;3009;13;2712;2577;DSP;58
Antalya;KEMER;90;29653;29653;90;25706;24737;Saadet Partisi;184
Antalya;KEMER;90;29653;29653;90;25706;24737;TKP;40
Antalya;KEMER;90;29653;29653;90;25706;24737;Vatan Partisi;51
Antalya;KEMER;90;29653;29653;90;25706;24737;CHP;8697
Antalya;KEMER;90;29653;29653;90;25706;24737;DP;209
Antalya;KEMER;90;29653;29653;90;25706;24737;MHP;6591
Antalya;KEMER;90;29653;29653;90;25706;24737;HDP;784
Antalya;KEMER;90;29653;29653;90;25706;24737;DSP;7718
Antalya;KEMER;90;29653;29653;90;25706;24737;ÜMİT ELİBOL;463
Antalya;KEPEZ;1095;367755;367755;1095;307023;296785;Saadet Partisi;3397
Antalya;KEPEZ;1095;367755;367755;1095;307023;296785;TKP;559
Antalya;KEPEZ;1095;367755;367755;1095;307023;296785;Vatan Partisi;471
Antalya;KEPEZ;1095;367755;367755;1095;307023;296785;BBP;9663
Antalya;KEPEZ;1095;367755;367755;1095;307023;296785;CHP;127347
Antalya;KEPEZ;1095;367755;367755;1095;307023;296785;AK Parti;146662
Antalya;KEPEZ;1095;367755;367755;1095;307023;296785;DP;1011
Antalya;KEPEZ;1095;367755;367755;1095;307023;296785;HDP;6860
Antalya;KEPEZ;1095;367755;367755;1095;307023;296785;DSP;815
Antalya;KONYAALTI;359;118623;118623;359;97556;95765;Saadet Partisi;1227
Antalya;KONYAALTI;359;118623;118623;359;97556;95765;TKP;502
Antalya;KONYAALTI;359;118623;118623;359;97556;95765;Vatan Partisi;196
Antalya;KONYAALTI;359;118623;118623;359;97556;95765;BBP;686
Antalya;KONYAALTI;359;118623;118623;359;97556;95765;CHP;61773
Antalya;KONYAALTI;359;118623;118623;359;97556;95765;AK Parti;29256
Antalya;KONYAALTI;359;118623;118623;359;97556;95765;DP;223
Antalya;KONYAALTI;359;118623;118623;359;97556;95765;HDP;1188
Antalya;KONYAALTI;359;118623;118623;359;97556;95765;DSP;714
Antalya;MURATPAŞA;1066;357018;357018;1066;289715;283674;Saadet Partisi;2934
Antalya;MURATPAŞA;1066;357018;357018;1066;289715;283674;BTP;345
Antalya;MURATPAŞA;1066;357018;357018;1066;289715;283674;TKP;849
Antalya;MURATPAŞA;1066;357018;357018;1066;289715;283674;Vatan Partisi;526
Antalya;MURATPAŞA;1066;357018;357018;1066;289715;283674;BBP;2488
Antalya;MURATPAŞA;1066;357018;357018;1066;289715;283674;CHP;173871
Antalya;MURATPAŞA;1066;357018;357018;1066;289715;283674;AK Parti;96704
Antalya;MURATPAŞA;1066;357018;357018;1066;289715;283674;DP;1045
Antalya;MURATPAŞA;1066;357018;357018;1066;289715;283674;HDP;3338
Antalya;MURATPAŞA;1066;357018;357018;1066;289715;283674;DSP;1162
Antalya;MURATPAŞA;1066;357018;357018;1066;289715;283674;HASAN AYDIN;186
Antalya;MURATPAŞA;1066;357018;357018;1066;289715;283674;HASAN KAHRAMAN;226
Antalya;AKSU;161;49941;49941;161;44363;41736;Saadet Partisi;286
Antalya;AKSU;161;49941;49941;161;44363;41736;TKP;73
Antalya;AKSU;161;49941;49941;161;44363;41736;Vatan Partisi;74
Antalya;AKSU;161;49941;49941;161;44363;41736;BBP;324
Antalya;AKSU;161;49941;49941;161;44363;41736;AK Parti;15961
Antalya;AKSU;161;49941;49941;161;44363;41736;DP;406
Antalya;AKSU;161;49941;49941;161;44363;41736;İyi Parti;13023
Antalya;AKSU;161;49941;49941;161;44363;41736;HDP;1488
Antalya;AKSU;161;49941;49941;161;44363;41736;DSP;9287
Antalya;AKSU;161;49941;49941;161;44363;41736;AYDIN MAY;375
Antalya;AKSU;161;49941;49941;161;44363;41736;BURHAN ÇELİK;439
Antalya;DÖŞEMEALTI;148;44867;44867;148;39573;38139;Saadet Partisi;764
Antalya;DÖŞEMEALTI;148;44867;44867;148;39573;38139;TKP;42
Antalya;DÖŞEMEALTI;148;44867;44867;148;39573;38139;Vatan Partisi;42
Antalya;DÖŞEMEALTI;148;44867;44867;148;39573;38139;BBP;175
Antalya;DÖŞEMEALTI;148;44867;44867;148;39573;38139;CHP;17790
Antalya;DÖŞEMEALTI;148;44867;44867;148;39573;38139;AK Parti;18603
Antalya;DÖŞEMEALTI;148;44867;44867;148;39573;38139;DP;94
Antalya;DÖŞEMEALTI;148;44867;44867;148;39573;38139;HDP;565
Antalya;DÖŞEMEALTI;148;44867;44867;148;39573;38139;DSP;64
Artvin;ARDANUÇ;16;4687;4687;16;4087;3898;Saadet Partisi;29
Artvin;ARDANUÇ;16;4687;4687;16;4087;3898;BTP;8
Artvin;ARDANUÇ;16;4687;4687;16;4087;3898;TKP;12
Artvin;ARDANUÇ;16;4687;4687;16;4087;3898;CHP;1989
Artvin;ARDANUÇ;16;4687;4687;16;4087;3898;AK Parti;1860
Artvin;ARHAVİ;38;11275;11275;38;9316;8914;Saadet Partisi;199
Artvin;ARHAVİ;38;11275;11275;38;9316;8914;BTP;44
Artvin;ARHAVİ;38;11275;11275;38;9316;8914;TKP;39
Artvin;ARHAVİ;38;11275;11275;38;9316;8914;CHP;4206
Artvin;ARHAVİ;38;11275;11275;38;9316;8914;AK Parti;4426
Artvin;MERKEZ;60;16812;16812;60;14507;13918;Saadet Partisi;244
Artvin;MERKEZ;60;16812;16812;60;14507;13918;BTP;183
Artvin;MERKEZ;60;16812;16812;60;14507;13918;TKP;94
Artvin;MERKEZ;60;16812;16812;60;14507;13918;CHP;7447
Artvin;MERKEZ;60;16812;16812;60;14507;13918;AK Parti;5950
Artvin;BORÇKA;28;8786;8786;28;7773;7434;Saadet Partisi;99
Artvin;BORÇKA;28;8786;8786;28;7773;7434;BTP;11
Artvin;BORÇKA;28;8786;8786;28;7773;7434;TKP;27
Artvin;BORÇKA;28;8786;8786;28;7773;7434;CHP;3947
Artvin;BORÇKA;28;8786;8786;28;7773;7434;AK Parti;3350
Artvin;HOPA;53;15459;15459;53;13278;12866;Saadet Partisi;140
Artvin;HOPA;53;15459;15459;53;13278;12866;BTP;19
Artvin;HOPA;53;15459;15459;53;13278;12866;TKP;17
Artvin;HOPA;53;15459;15459;53;13278;12866;CHP;5199
Artvin;HOPA;53;15459;15459;53;13278;12866;AK Parti;4740
Artvin;HOPA;53;15459;15459;53;13278;12866;İyi Parti;2751
Artvin;ŞAVŞAT;15;4850;4850;15;3874;3647;Saadet Partisi;49
Artvin;ŞAVŞAT;15;4850;4850;15;3874;3647;BTP;16
Artvin;ŞAVŞAT;15;4850;4850;15;3874;3647;TKP;15
Artvin;ŞAVŞAT;15;4850;4850;15;3874;3647;CHP;1853
Artvin;ŞAVŞAT;15;4850;4850;15;3874;3647;AK Parti;1507
Artvin;ŞAVŞAT;15;4850;4850;15;3874;3647;MHP;207
Artvin;YUSUFELİ;20;5219;5219;20;4387;4163;BTP;22
Artvin;YUSUFELİ;20;5219;5219;20;4387;4163;TKP;11
Artvin;YUSUFELİ;20;5219;5219;20;4387;4163;CHP;1547
Artvin;YUSUFELİ;20;5219;5219;20;4387;4163;AK Parti;1855
Artvin;YUSUFELİ;20;5219;5219;20;4387;4163;MHP;728
Artvin;MURGUL;11;3675;3675;11;3401;3208;Saadet Partisi;23
Artvin;MURGUL;11;3675;3675;11;3401;3208;TKP;8
Artvin;MURGUL;11;3675;3675;11;3401;3208;CHP;1411
Artvin;MURGUL;11;3675;3675;11;3401;3208;AK Parti;1766
Artvin;KEMALPAŞA;18;5174;5174;18;4661;4497;Saadet Partisi;28
Artvin;KEMALPAŞA;18;5174;5174;18;4661;4497;TKP;42
Artvin;KEMALPAŞA;18;5174;5174;18;4661;4497;CHP;2426
Artvin;KEMALPAŞA;18;5174;5174;18;4661;4497;AK Parti;1612
Artvin;KEMALPAŞA;18;5174;5174;18;4661;4497;MHP;389
Aydın;BOZDOĞAN;106;26543;26543;106;24895;23581;Saadet Partisi;255
Aydın;BOZDOĞAN;106;26543;26543;106;24895;23581;TKP;55
Aydın;BOZDOĞAN;106;26543;26543;106;24895;23581;Vatan Partisi;120
Aydın;BOZDOĞAN;106;26543;26543;106;24895;23581;BBP;133
Aydın;BOZDOĞAN;106;26543;26543;106;24895;23581;CHP;11153
Aydın;BOZDOĞAN;106;26543;26543;106;24895;23581;AK Parti;11865
Aydın;ÇİNE;160;40396;40396;160;37564;35676;Saadet Partisi;167
Aydın;ÇİNE;160;40396;40396;160;37564;35676;TKP;78
Aydın;ÇİNE;160;40396;40396;160;37564;35676;Vatan Partisi;87
Aydın;ÇİNE;160;40396;40396;160;37564;35676;BBP;272
Aydın;ÇİNE;160;40396;40396;160;37564;35676;CHP;17776
Aydın;ÇİNE;160;40396;40396;160;37564;35676;AK Parti;16651
Aydın;ÇİNE;160;40396;40396;160;37564;35676;DP;645
Aydın;GERMENCİK;113;32245;32245;113;29326;27915;Saadet Partisi;159
Aydın;GERMENCİK;113;32245;32245;113;29326;27915;TKP;52
Aydın;GERMENCİK;113;32245;32245;113;29326;27915;Vatan Partisi;122
Aydın;GERMENCİK;113;32245;32245;113;29326;27915;BBP;117
Aydın;GERMENCİK;113;32245;32245;113;29326;27915;CHP;15727
Aydın;GERMENCİK;113;32245;32245;113;29326;27915;MHP;11346
Aydın;GERMENCİK;113;32245;32245;113;29326;27915;HDP;392
Aydın;KARACASU;64;14946;14946;64;13695;12575;Saadet Partisi;134
Aydın;KARACASU;64;14946;14946;64;13695;12575;TKP;69
Aydın;KARACASU;64;14946;14946;64;13695;12575;Vatan Partisi;124
Aydın;KARACASU;64;14946;14946;64;13695;12575;BBP;131
Aydın;KARACASU;64;14946;14946;64;13695;12575;CHP;5708
Aydın;KARACASU;64;14946;14946;64;13695;12575;MHP;6409
Aydın;KOÇARLI;83;19213;19213;83;18276;17563;Saadet Partisi;44
Aydın;KOÇARLI;83;19213;19213;83;18276;17563;TKP;15
Aydın;KOÇARLI;83;19213;19213;83;18276;17563;Vatan Partisi;21
Aydın;KOÇARLI;83;19213;19213;83;18276;17563;BBP;30
Aydın;KOÇARLI;83;19213;19213;83;18276;17563;CHP;8103
Aydın;KOÇARLI;83;19213;19213;83;18276;17563;AK Parti;9309
Aydın;KOÇARLI;83;19213;19213;83;18276;17563;HDP;41
Aydın;KUŞADASI;262;85077;85077;262;67183;65612;Saadet Partisi;423
Aydın;KUŞADASI;262;85077;85077;262;67183;65612;TKP;260
Aydın;KUŞADASI;262;85077;85077;262;67183;65612;Vatan Partisi;349
Aydın;KUŞADASI;262;85077;85077;262;67183;65612;BBP;306
Aydın;KUŞADASI;262;85077;85077;262;67183;65612;CHP;37183
Aydın;KUŞADASI;262;85077;85077;262;67183;65612;AK Parti;25691
Aydın;KUŞADASI;262;85077;85077;262;67183;65612;HDP;852
Aydın;KUŞADASI;262;85077;85077;262;67183;65612;DSP;548
Aydın;KUYUCAK;80;21749;21749;80;19895;18563;Saadet Partisi;96
Aydın;KUYUCAK;80;21749;21749;80;19895;18563;TKP;40
Aydın;KUYUCAK;80;21749;21749;80;19895;18563;Vatan Partisi;84
Aydın;KUYUCAK;80;21749;21749;80;19895;18563;BBP;83
Aydın;KUYUCAK;80;21749;21749;80;19895;18563;AK Parti;9932
Aydın;KUYUCAK;80;21749;21749;80;19895;18563;İyi Parti;8188
Aydın;KUYUCAK;80;21749;21749;80;19895;18563;DSP;140
Aydın;NAZİLLİ;375;115131;115131;375;99010;92662;Saadet Partisi;1823
Aydın;NAZİLLİ;375;115131;115131;375;99010;92662;TKP;386
Aydın;NAZİLLİ;375;115131;115131;375;99010;92662;Vatan Partisi;498
Aydın;NAZİLLİ;375;115131;115131;375;99010;92662;BBP;842
Aydın;NAZİLLİ;375;115131;115131;375;99010;92662;MHP;40858
Aydın;NAZİLLİ;375;115131;115131;375;99010;92662;İyi Parti;43675
Aydın;NAZİLLİ;375;115131;115131;375;99010;92662;HDP;3827
Aydın;NAZİLLİ;375;115131;115131;375;99010;92662;DSP;675
Aydın;NAZİLLİ;375;115131;115131;375;99010;92662;ŞÜKRÜ YILDIRIM;78
Aydın;SÖKE;292;89599;89599;292;76280;72865;Saadet Partisi;703
Aydın;SÖKE;292;89599;89599;292;76280;72865;TKP;195
Aydın;SÖKE;292;89599;89599;292;76280;72865;Vatan Partisi;291
Aydın;SÖKE;292;89599;89599;292;76280;72865;BBP;368
Aydın;SÖKE;292;89599;89599;292;76280;72865;CHP;33958
Aydın;SÖKE;292;89599;89599;292;76280;72865;DP;8206
Aydın;SÖKE;292;89599;89599;292;76280;72865;MHP;26573
Aydın;SÖKE;292;89599;89599;292;76280;72865;HDP;2571
Aydın;SULTANHİSAR;56;15574;15574;56;14184;13388;Saadet Partisi;59
Aydın;SULTANHİSAR;56;15574;15574;56;14184;13388;TKP;24
Aydın;SULTANHİSAR;56;15574;15574;56;14184;13388;Vatan Partisi;22
Aydın;SULTANHİSAR;56;15574;15574;56;14184;13388;BBP;49
Aydın;SULTANHİSAR;56;15574;15574;56;14184;13388;CHP;6798
Aydın;SULTANHİSAR;56;15574;15574;56;14184;13388;AK Parti;6291
Aydın;SULTANHİSAR;56;15574;15574;56;14184;13388;HDP;145
Aydın;YENİPAZAR;42;10115;10115;42;9354;8983;Saadet Partisi;36
Aydın;YENİPAZAR;42;10115;10115;42;9354;8983;TKP;11
Aydın;YENİPAZAR;42;10115;10115;42;9354;8983;Vatan Partisi;8
Aydın;YENİPAZAR;42;10115;10115;42;9354;8983;BBP;35
Aydın;YENİPAZAR;42;10115;10115;42;9354;8983;CHP;4583
Aydın;YENİPAZAR;42;10115;10115;42;9354;8983;AK Parti;4310
Aydın;BUHARKENT;34;9674;9674;34;8980;8437;Saadet Partisi;100
Aydın;BUHARKENT;34;9674;9674;34;8980;8437;TKP;22
Aydın;BUHARKENT;34;9674;9674;34;8980;8437;Vatan Partisi;40
Aydın;BUHARKENT;34;9674;9674;34;8980;8437;BBP;71
Aydın;BUHARKENT;34;9674;9674;34;8980;8437;AK Parti;4151
Aydın;BUHARKENT;34;9674;9674;34;8980;8437;İyi Parti;4053
Aydın;İNCİRLİOVA;120;37150;37150;120;32684;30672;Saadet Partisi;179
Aydın;İNCİRLİOVA;120;37150;37150;120;32684;30672;TKP;108
Aydın;İNCİRLİOVA;120;37150;37150;120;32684;30672;Vatan Partisi;107
Aydın;İNCİRLİOVA;120;37150;37150;120;32684;30672;BBP;161
Aydın;İNCİRLİOVA;120;37150;37150;120;32684;30672;MHP;12621
Aydın;İNCİRLİOVA;120;37150;37150;120;32684;30672;İyi Parti;11772
Aydın;İNCİRLİOVA;120;37150;37150;120;32684;30672;HDP;674
Aydın;İNCİRLİOVA;120;37150;37150;120;32684;30672;DSP;5050
Aydın;KARPUZLU;39;9194;9194;39;8702;8119;Saadet Partisi;38
Aydın;KARPUZLU;39;9194;9194;39;8702;8119;TKP;22
Aydın;KARPUZLU;39;9194;9194;39;8702;8119;Vatan Partisi;36
Aydın;KARPUZLU;39;9194;9194;39;8702;8119;BBP;45
Aydın;KARPUZLU;39;9194;9194;39;8702;8119;CHP;3506
Aydın;KARPUZLU;39;9194;9194;39;8702;8119;DP;62
Aydın;KARPUZLU;39;9194;9194;39;8702;8119;MHP;4410
Aydın;KÖŞK;73;20507;20507;73;19019;18049;Saadet Partisi;83
Aydın;KÖŞK;73;20507;20507;73;19019;18049;TKP;26
Aydın;KÖŞK;73;20507;20507;73;19019;18049;Vatan Partisi;48
Aydın;KÖŞK;73;20507;20507;73;19019;18049;BBP;75
Aydın;KÖŞK;73;20507;20507;73;19019;18049;AK Parti;9903
Aydın;KÖŞK;73;20507;20507;73;19019;18049;İyi Parti;7428
Aydın;KÖŞK;73;20507;20507;73;19019;18049;HDP;486
Aydın;DİDİM;194;63272;63272;194;49245;47999;Saadet Partisi;551
Aydın;DİDİM;194;63272;63272;194;49245;47999;TKP;147
Aydın;DİDİM;194;63272;63272;194;49245;47999;Vatan Partisi;131
Aydın;DİDİM;194;63272;63272;194;49245;47999;BBP;149
Aydın;DİDİM;194;63272;63272;194;49245;47999;CHP;25130
Aydın;DİDİM;194;63272;63272;194;49245;47999;AK Parti;18368
Aydın;DİDİM;194;63272;63272;194;49245;47999;HDP;2944
Aydın;DİDİM;194;63272;63272;194;49245;47999;DSP;579
Aydın;EFELER;661;210897;210897;661;179974;170481;Saadet Partisi;2341
Aydın;EFELER;661;210897;210897;661;179974;170481;TKP;589
Aydın;EFELER;661;210897;210897;661;179974;170481;Vatan Partisi;767
Aydın;EFELER;661;210897;210897;661;179974;170481;BBP;1026
Aydın;EFELER;661;210897;210897;661;179974;170481;CHP;82259
Aydın;EFELER;661;210897;210897;661;179974;170481;DP;18282
Aydın;EFELER;661;210897;210897;661;179974;170481;MHP;62108
Aydın;EFELER;661;210897;210897;661;179974;170481;HDP;3109
Balıkesir;AYVALIK;181;56080;56080;181;45841;44153;Saadet Partisi;187
Balıkesir;AYVALIK;181;56080;56080;181;45841;44153;BTP;38
Balıkesir;AYVALIK;181;56080;56080;181;45841;44153;TKP;113
Balıkesir;AYVALIK;181;56080;56080;181;45841;44153;Vatan Partisi;232
Balıkesir;AYVALIK;181;56080;56080;181;45841;44153;BBP;112
Balıkesir;AYVALIK;181;56080;56080;181;45841;44153;CHP;17525
Balıkesir;AYVALIK;181;56080;56080;181;45841;44153;DP;14573
Balıkesir;AYVALIK;181;56080;56080;181;45841;44153;MHP;9595
Balıkesir;AYVALIK;181;56080;56080;181;45841;44153;HDP;1142
Balıkesir;AYVALIK;181;56080;56080;181;45841;44153;DSP;636
Balıkesir;BALYA;60;11525;11525;60;10715;10008;Saadet Partisi;165
Balıkesir;BALYA;60;11525;11525;60;10715;10008;BTP;110
Balıkesir;BALYA;60;11525;11525;60;10715;10008;TKP;127
Balıkesir;BALYA;60;11525;11525;60;10715;10008;CHP;4976
Balıkesir;BALYA;60;11525;11525;60;10715;10008;MHP;4630
Balıkesir;BANDIRMA;372;115567;115567;372;97361;94991;Saadet Partisi;1975
Balıkesir;BANDIRMA;372;115567;115567;372;97361;94991;BTP;249
Balıkesir;BANDIRMA;372;115567;115567;372;97361;94991;TKP;213
Balıkesir;BANDIRMA;372;115567;115567;372;97361;94991;BBP;629
Balıkesir;BANDIRMA;372;115567;115567;372;97361;94991;CHP;52823
Balıkesir;BANDIRMA;372;115567;115567;372;97361;94991;AK Parti;36852
Balıkesir;BANDIRMA;372;115567;115567;372;97361;94991;HDP;1490
Balıkesir;BANDIRMA;372;115567;115567;372;97361;94991;DSP;760
Balıkesir;BİGADİÇ;151;37892;37892;151;34744;33221;Saadet Partisi;438
Balıkesir;BİGADİÇ;151;37892;37892;151;34744;33221;BTP;60
Balıkesir;BİGADİÇ;151;37892;37892;151;34744;33221;TKP;93
Balıkesir;BİGADİÇ;151;37892;37892;151;34744;33221;BBP;355
Balıkesir;BİGADİÇ;151;37892;37892;151;34744;33221;AK Parti;17151
Balıkesir;BİGADİÇ;151;37892;37892;151;34744;33221;İyi Parti;15124
Balıkesir;BURHANİYE;154;45724;45724;154;38054;36704;Saadet Partisi;280
Balıkesir;BURHANİYE;154;45724;45724;154;38054;36704;BTP;125
Balıkesir;BURHANİYE;154;45724;45724;154;38054;36704;TKP;96
Balıkesir;BURHANİYE;154;45724;45724;154;38054;36704;Vatan Partisi;175
Balıkesir;BURHANİYE;154;45724;45724;154;38054;36704;CHP;19358
Balıkesir;BURHANİYE;154;45724;45724;154;38054;36704;AK Parti;15332
Balıkesir;BURHANİYE;154;45724;45724;154;38054;36704;HDP;557
Balıkesir;BURHANİYE;154;45724;45724;154;38054;36704;DSP;781
Balıkesir;DURSUNBEY;162;28896;28896;162;26381;24539;Saadet Partisi;1324
Balıkesir;DURSUNBEY;162;28896;28896;162;26381;24539;BTP;111
Balıkesir;DURSUNBEY;162;28896;28896;162;26381;24539;TKP;104
Balıkesir;DURSUNBEY;162;28896;28896;162;26381;24539;AK Parti;17048
Balıkesir;DURSUNBEY;162;28896;28896;162;26381;24539;İyi Parti;5851
Balıkesir;DURSUNBEY;162;28896;28896;162;26381;24539;DSP;101
Balıkesir;EDREMİT;369;118866;118866;369;95295;90936;Saadet Partisi;2309
Balıkesir;EDREMİT;369;118866;118866;369;95295;90936;BTP;1231
Balıkesir;EDREMİT;369;118866;118866;369;95295;90936;TKP;356
Balıkesir;EDREMİT;369;118866;118866;369;95295;90936;Vatan Partisi;6792
Balıkesir;EDREMİT;369;118866;118866;369;95295;90936;BBP;670
Balıkesir;EDREMİT;369;118866;118866;369;95295;90936;CHP;44584
Balıkesir;EDREMİT;369;118866;118866;369;95295;90936;MHP;34270
Balıkesir;EDREMİT;369;118866;118866;369;95295;90936;DSP;724
Balıkesir;ERDEK;94;26848;26848;94;22520;21776;Saadet Partisi;260
Balıkesir;ERDEK;94;26848;26848;94;22520;21776;BTP;37
Balıkesir;ERDEK;94;26848;26848;94;22520;21776;TKP;43
Balıkesir;ERDEK;94;26848;26848;94;22520;21776;BBP;123
Balıkesir;ERDEK;94;26848;26848;94;22520;21776;CHP;11482
Balıkesir;ERDEK;94;26848;26848;94;22520;21776;AK Parti;9683
Balıkesir;ERDEK;94;26848;26848;94;22520;21776;HDP;80
Balıkesir;ERDEK;94;26848;26848;94;22520;21776;DSP;68
Balıkesir;GÖNEN;232;59446;59446;232;52818;51158;Saadet Partisi;347
Balıkesir;GÖNEN;232;59446;59446;232;52818;51158;BTP;84
Balıkesir;GÖNEN;232;59446;59446;232;52818;51158;TKP;60
Balıkesir;GÖNEN;232;59446;59446;232;52818;51158;BBP;571
Balıkesir;GÖNEN;232;59446;59446;232;52818;51158;CHP;26735
Balıkesir;GÖNEN;232;59446;59446;232;52818;51158;AK Parti;21067
Balıkesir;GÖNEN;232;59446;59446;232;52818;51158;DP;2180
Balıkesir;GÖNEN;232;59446;59446;232;52818;51158;DSP;114
Balıkesir;HAVRAN;73;20781;20781;73;19128;18170;Saadet Partisi;114
Balıkesir;HAVRAN;73;20781;20781;73;19128;18170;BTP;33
Balıkesir;HAVRAN;73;20781;20781;73;19128;18170;TKP;19
Balıkesir;HAVRAN;73;20781;20781;73;19128;18170;BBP;58
Balıkesir;HAVRAN;73;20781;20781;73;19128;18170;CHP;1354
Balıkesir;HAVRAN;73;20781;20781;73;19128;18170;AK Parti;9653
Balıkesir;HAVRAN;73;20781;20781;73;19128;18170;DP;6828
Balıkesir;HAVRAN;73;20781;20781;73;19128;18170;DSP;111
Balıkesir;İVRİNDİ;114;26523;26523;114;24960;23931;Saadet Partisi;136
Balıkesir;İVRİNDİ;114;26523;26523;114;24960;23931;BTP;46
Balıkesir;İVRİNDİ;114;26523;26523;114;24960;23931;TKP;44
Balıkesir;İVRİNDİ;114;26523;26523;114;24960;23931;BBP;139
Balıkesir;İVRİNDİ;114;26523;26523;114;24960;23931;AK Parti;13315
Balıkesir;İVRİNDİ;114;26523;26523;114;24960;23931;İyi Parti;10251
Balıkesir;KEPSUT;92;17678;17678;92;16219;15361;Saadet Partisi;160
